ID_Cliente;Churn;Genero;Idoso;Parceiro;Dependentes;Tempo_Contrato;Servico_Telefone;Linhas_Multiples;Servico_Internet;Seguranca_Online;Backup_Online;Protecao_Dispositivo;Suporte_Tecnico;Streaming_TV;Streaming_Filmes;Contrato;Fatura_Sem_Papel;Metodo_Pagamento;Faturamento_Mensal;Faturamento_Total;Faturamento_Diario;Servicos_Contratados
0869-Paprp;0;Feminino;1;1;0;26;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;0,0;Month-To-Month;1;Credit Card (Automatic);85,7;2067,0;2,856666666666667;4,0
0870-Vemyl;1;Feminino;0;0;0;5;1;0,0;Dsl;1,0;0,0;0,0;1,0;0,0;0,0;Month-To-Month;0;Credit Card (Automatic);53,85;259,8;1,7950000000000002;3,0
0871-Opbxw;0;Feminino;0;0;0;2;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;20,05;39,25;0,6683333333333333;2,0
0871-Uruwo;1;Masculino;0;1;0;13;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Credit Card (Automatic);102,25;1359,0;3,408333333333333;6,0
0872-Caszj;0;Masculino;0;1;0;59;1;1,0;Dsl;1,0;0,0;0,0;1,0;0,0;1,0;One Year;1;Mailed Check;69,1;4096,9;2,3033333333333332;6,0
0872-Jcpib;0;Masculino;0;0;0;17;1;1,0;Dsl;1,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;0;Bank Transfer (Automatic);65,75;1111,2;2,191666666666667;4,0
0872-Nxjys;1;Feminino;0;0;0;9;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;79,55;723,4;2,6516666666666664;3,0
0875-Cabnr;1;Feminino;1;0;0;10;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;0,0;1,0;Month-To-Month;1;Credit Card (Automatic);84,6;865,55;2,82;4,0
0876-Wduuz;1;Feminino;0;0;0;5;1;0,0;Fiber Optic;0,0;0,0;0,0;1,0;0,0;1,0;Month-To-Month;1;Credit Card (Automatic);85,4;425,9;2,8466666666666667;4,0
0877-Sdmbn;1;Feminino;0;0;0;54;1;1,0;Fiber Optic;1,0;0,0;1,0;0,0;1,0;1,0;One Year;1;Bank Transfer (Automatic);103,95;5639,05;3,4650000000000003;7,0
0880-Fvfwf;0;Masculino;0;0;0;56;1;1,0;Fiber Optic;1,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;86,4;4922,4;2,8800000000000003;5,0
0880-Tkatg;1;Masculino;0;1;1;4;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;0;Electronic Check;101,15;385,9;3,371666666666667;5,0
0883-Eibti;1;Feminino;0;0;0;2;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,5;31,55;0,65;1,0
0885-Hmgpy;0;Masculino;0;0;0;62;1;1,0;Dsl;1,0;1,0;1,0;1,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);69,4;4237,5;2,3133333333333335;6,0
0886-Qgenl;1;Feminino;1;1;0;27;1;0,0;Fiber Optic;1,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;101,25;2754,45;3,375;6,0
0887-Hjgar;1;Masculino;0;0;0;1;1;0,0;Dsl;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;45,7;45,7;1,5233333333333334;2,0
0887-Wbjvh;0;Feminino;0;1;0;53;1;0,0;Fiber Optic;0,0;0,0;0,0;1,0;1,0;1,0;One Year;1;Electronic Check;93,45;4872,2;3,115;5,0
0895-Dqhew;1;Masculino;0;1;0;54;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;104,3;5278,15;3,4766666666666666;7,0
0895-Lmrsf;0;Masculino;0;0;0;23;1;0,0;Dsl;0,0;0,0;0,0;0,0;1,0;1,0;One Year;1;Bank Transfer (Automatic);64,9;1509,8;2,1633333333333336;4,0
0895-Lnkrc;0;Masculino;0;1;1;6;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;19,45;113,5;0,6483333333333333;1,0
0895-Uadgo;0;Masculino;0;0;1;8;0;0,0;Dsl;1,0;0,0;0,0;1,0;0,0;1,0;Two Year;1;Mailed Check;44,55;343,45;1,4849999999999999;4,0
0897-Fegmu;1;Feminino;0;1;0;11;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;99,5;1056,95;3,316666666666667;6,0
0898-Xcgtf;0;Masculino;0;1;0;61;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;One Year;1;Bank Transfer (Automatic);96,5;5673,7;3,216666666666667;5,0
0899-Liibw;0;Masculino;0;1;0;34;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;0;Electronic Check;100,85;3527,3;3,3616666666666664;5,0
0899-Wzrsd;0;Masculino;0;0;0;56;1;1,0;Fiber Optic;1,0;0,0;0,0;1,0;1,0;1,0;Month-To-Month;1;Mailed Check;105,35;5794,45;3,5116666666666663;7,0
0902-Rfhof;0;Masculino;0;0;0;38;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;20,1;730,1;0,67;1,0
0902-Xkxpn;0;Masculino;0;1;1;69;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);20,2;1376,5;0,6733333333333333;1,0
0906-Qvpms;0;Masculino;0;1;0;72;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Bank Transfer (Automatic);115,15;8349,45;3,8383333333333334;8,0
0907-Hqnts;0;Feminino;1;1;0;70;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Credit Card (Automatic);113,0;7987,6;3,7666666666666666;9,0
0909-Sdhnu;0;Feminino;0;0;1;7;0;0,0;Dsl;1,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;29,8;201,95;0,9933333333333334;1,0
0909-Selie;0;Masculino;0;1;0;61;1;1,0;Dsl;1,0;1,0;1,0;1,0;0,0;1,0;Two Year;1;Bank Transfer (Automatic);80,8;4860,85;2,6933333333333334;8,0
0910-Ajohq;0;Feminino;0;0;0;64;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);115,1;7334,05;3,8366666666666664;9,0
0913-Xwscn;0;Masculino;0;1;1;55;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;0;Bank Transfer (Automatic);85,5;4713,4;2,85;3,0
0916-Knfaj;0;Masculino;0;1;0;61;1;1,0;Dsl;1,0;0,0;1,0;0,0;0,0;1,0;Two Year;1;Mailed Check;69,9;4226,7;2,33;6,0
0916-Qofdp;0;Feminino;1;1;1;14;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;95,8;1346,3;3,1933333333333334;5,0
0917-Ezola;1;Masculino;1;1;0;72;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);104,15;7689,95;3,4716666666666667;7,0
0921-Ohlvp;0;Masculino;0;0;0;22;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;0;Electronic Check;83,05;1799,3;2,768333333333333;3,0
0923-Pnfub;1;Feminino;0;0;0;3;1;0,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;0,0;Month-To-Month;0;Electronic Check;83,75;247,25;2,7916666666666665;3,0
0924-Bjcrc;0;Feminino;1;1;0;60;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;0,0;1,0;Month-To-Month;0;Electronic Check;89,45;5294,6;2,981666666666667;4,0
0925-Vydlg;1;Feminino;0;0;0;3;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Electronic Check;75,25;242,0;2,5083333333333333;2,0
0927-Cngrh;0;Masculino;0;0;1;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,55;19,55;0,6516666666666667;1,0
0927-Lcsmg;1;Masculino;0;0;0;7;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;74,65;544,55;2,4883333333333337;2,0
0928-Jmxnp;0;Masculino;1;1;0;4;0;0,0;Dsl;0,0;0,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;29,9;118,25;0,9966666666666666;2,0
0928-Xutsn;0;Feminino;0;0;0;13;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;80,5;1011,8;2,683333333333333;3,0
0929-Hyqew;0;Masculino;0;0;0;3;1;0,0;Dsl;1,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;50,15;160,85;1,6716666666666666;3,0
0929-Peclo;0;Feminino;1;0;0;63;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;0,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);89,6;5538,8;2,9866666666666664;5,0
0930-Ehuza;0;Feminino;0;0;0;36;1;0,0;Dsl;1,0;1,0;1,0;1,0;1,0;0,0;One Year;1;Mailed Check;76,35;2606,35;2,545;7,0
0931-Mhtem;0;Feminino;0;0;0;54;1;0,0;Fiber Optic;1,0;1,0;0,0;0,0;1,0;1,0;One Year;1;Credit Card (Automatic);100,05;5299,65;3,335;6,0
0932-Yixyu;0;Feminino;0;0;0;47;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Credit Card (Automatic);20,25;1029,8;0,675;1,0
0936-Nqlju;0;Feminino;0;1;0;41;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Credit Card (Automatic);20,65;875,55;0,6883333333333332;1,0
0939-Eremr;0;Feminino;0;0;1;13;1;0,0;Dsl;0,0;0,0;1,0;1,0;0,0;0,0;Month-To-Month;0;Mailed Check;53,45;718,1;1,7816666666666667;3,0
0939-Yapaf;1;Feminino;0;0;0;35;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;100,25;3527,6;3,341666666666667;6,0
0940-Ouqec;1;Masculino;0;0;0;10;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Bank Transfer (Automatic);80,7;788,8;2,69;4,0
0942-Kowsm;0;Feminino;0;1;1;30;1;0,0;Dsl;0,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Bank Transfer (Automatic);80,8;2369,3;2,6933333333333334;6,0
0943-Zqpxh;0;Masculino;0;1;1;44;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);92,95;4122,9;3,0983333333333336;5,0
0945-Tsonx;0;Feminino;0;1;1;47;1;1,0;Dsl;1,0;1,0;0,0;1,0;1,0;1,0;Two Year;1;Credit Card (Automatic);85,3;4107,25;2,8433333333333333;8,0
0946-Cljti;1;Masculino;1;1;0;58;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;98,7;5812,6;3,29;6,0
0946-Fkytx;0;Masculino;0;0;0;52;0;0,0;Dsl;0,0;1,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;30,1;1623,4;1,0033333333333334;1,0
0947-Idhrq;1;Feminino;0;0;0;7;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Mailed Check;80,3;526,7;2,6766666666666667;3,0
0947-Mugvo;1;Masculino;1;1;0;20;1;0,0;Fiber Optic;0,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;73,65;1463,5;2,455;3,0
0950-Tzged;0;Masculino;0;0;0;56;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Bank Transfer (Automatic);25,95;1444,05;0,865;3,0
0952-Kmeeh;1;Masculino;0;0;0;13;1;1,0;Fiber Optic;1,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;0;Mailed Check;98,15;1230,25;3,271666666666667;5,0
0953-Lgovu;0;Masculino;0;1;1;12;0;0,0;Dsl;0,0;1,0;0,0;1,0;0,0;0,0;Month-To-Month;0;Mailed Check;35,5;432,25;1,1833333333333333;2,0
0956-Acvzc;0;Feminino;0;0;0;54;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;One Year;1;Credit Card (Automatic);94,1;5060,9;3,1366666666666663;5,0
0956-Sycwg;0;Feminino;0;0;0;13;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Electronic Check;19,65;244,8;0,6549999999999999;1,0
0958-Yhxgp;0;Feminino;0;0;0;7;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;69,9;497,3;2,33;2,0
0959-Whokv;0;Masculino;0;0;0;42;1;1,0;Fiber Optic;1,0;1,0;1,0;0,0;0,0;1,0;One Year;1;Electronic Check;99,0;4298,45;3,3;7,0
0960-Huwbm;0;Masculino;0;1;1;65;1;1,0;Fiber Optic;0,0;0,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);104,1;6700,05;3,4699999999999998;7,0
0961-Zwlvi;0;Masculino;0;0;1;49;1;1,0;Fiber Optic;1,0;1,0;1,0;0,0;1,0;1,0;One Year;1;Credit Card (Automatic);109,2;5290,45;3,64;8,0
0962-Cqpwq;0;Feminino;0;1;1;62;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);20,3;1296,15;0,6766666666666666;1,0
0963-Zbdrn;1;Masculino;0;0;0;32;1;0,0;Fiber Optic;0,0;0,0;0,0;1,0;1,0;1,0;Month-To-Month;1;Electronic Check;96,2;3183,4;3,2066666666666666;5,0
0967-Bmlbd;0;Feminino;0;1;1;11;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;1;Mailed Check;20,0;196,35;0,6666666666666666;2,0
0968-Ftnyz;0;Feminino;0;0;1;13;1;0,0;Dsl;1,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;56,0;764,55;1,8666666666666667;4,0
0968-Gsikn;1;Feminino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;70,8;70,8;2,36;2,0
0969-Rgkcu;0;Masculino;0;1;1;37;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Credit Card (Automatic);19,8;677,05;0,66;1,0
0970-Etwge;1;Masculino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;89,55;89,55;2,985;4,0
0970-Qxpxw;0;Feminino;0;0;0;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,65;19,65;0,6549999999999999;1,0
0971-Qifjk;0;Feminino;0;1;0;69;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);24,25;1641,8;0,8083333333333333;2,0
0973-Kyvnf;0;Feminino;0;1;1;72;1;0,0;Dsl;1,0;1,0;1,0;0,0;1,0;0,0;Two Year;1;Credit Card (Automatic);70,65;5011,15;2,355;6,0
0975-Uydtx;0;Feminino;0;1;0;26;1;1,0;Dsl;1,0;1,0;1,0;1,0;1,0;1,0;One Year;1;Credit Card (Automatic);90,1;2312,55;3,003333333333333;9,0
0975-Voovl;0;Feminino;0;0;0;3;0;0,0;Dsl;0,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;29,2;98,5;0,9733333333333333;1,0
0979-Mozqi;0;Masculino;0;1;0;62;0;0,0;Dsl;0,0;0,0;0,0;1,0;1,0;0,0;Two Year;1;Bank Transfer (Automatic);39,0;2337,45;1,3;3,0
0979-Phulv;1;Masculino;0;1;1;69;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Credit Card (Automatic);99,45;7007,6;3,315;6,0
0980-Fexwf;0;Masculino;0;1;1;26;1;0,0;Dsl;0,0;0,0;1,0;0,0;0,0;0,0;One Year;0;Mailed Check;50,35;1285,8;1,6783333333333335;2,0
0980-Pvmrc;0;Feminino;0;1;1;40;0;0,0;Dsl;0,0;1,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;50,85;2036,55;1,695;4,0
0983-Tatyj;0;Feminino;0;1;0;33;1;0,0;Dsl;0,0;0,0;0,0;1,0;0,0;0,0;One Year;1;Mailed Check;51,45;1758,9;1,715;3,0
0988-Aadsa;0;Feminino;0;1;1;72;1;1,0;Dsl;1,0;1,0;1,0;1,0;0,0;1,0;Two Year;0;Bank Transfer (Automatic);80,85;5824,75;2,695;7,0
0988-Jrwwp;0;Feminino;0;0;0;3;1;0,0;Dsl;0,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;54,2;140,4;1,8066666666666669;3,0
0991-Brrfb;1;Masculino;0;0;0;18;1;0,0;Dsl;1,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Electronic Check;49,4;874,8;1,6466666666666667;2,0
0993-Osgpt;0;Feminino;1;1;0;68;1;0,0;Dsl;0,0;1,0;1,0;1,0;0,0;0,0;One Year;1;Bank Transfer (Automatic);60,65;3975,9;2,0216666666666665;5,0
0997-Ytlny;0;Feminino;0;0;1;19;1;0,0;Dsl;0,0;0,0;0,0;1,0;0,0;0,0;Month-To-Month;0;Mailed Check;48,8;953,65;1,6266666666666665;2,0
0999-Qxnsa;0;Masculino;1;0;1;7;1;0,0;Dsl;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;45,75;344,2;1,525;2,0
1000-Ajsld;1;Masculino;0;0;0;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;20,1;20,1;0,67;2,0
1004-Noznr;0;Masculino;1;0;1;56;1;0,0;Fiber Optic;1,0;0,0;0,0;0,0;1,0;1,0;One Year;0;Credit Card (Automatic);94,8;5264,3;3,1599999999999997;4,0
1009-Irmna;1;Feminino;0;0;0;7;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Bank Transfer (Automatic);20,0;137,6;0,6666666666666666;1,0
1010-Diauq;1;Masculino;0;0;0;5;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;0;Bank Transfer (Automatic);96,5;492,55;3,216666666666667;4,0
1013-Qcwam;0;Feminino;1;1;0;66;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;100,8;6690,75;3,36;6,0
1015-Jpfyw;0;Masculino;0;0;1;7;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Mailed Check;19,45;136,75;0,6483333333333333;1,0
1015-Owjki;0;Masculino;0;0;0;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,05;19,05;0,635;1,0
1016-Djtsv;0;Masculino;1;0;0;8;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;69,7;572,85;2,3233333333333333;2,0
1017-Fbqmm;0;Feminino;0;1;1;62;1;1,0;Fiber Optic;0,0;1,0;0,0;1,0;1,0;1,0;One Year;1;Credit Card (Automatic);106,05;6703,5;3,5349999999999997;7,0
1020-Jpqow;0;Feminino;0;1;0;56;1;1,0;Fiber Optic;0,0;1,0;1,0;1,0;0,0;0,0;Month-To-Month;0;Electronic Check;90,55;5116,6;3,018333333333333;5,0
1022-Rkxdr;0;Feminino;0;0;0;41;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;1;Mailed Check;24,85;962,25;0,8283333333333334;3,0
1023-Bqxze;0;Masculino;0;0;0;57;1;0,0;Dsl;1,0;0,0;1,0;0,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);74,35;4317,35;2,478333333333333;6,0
1024-Guald;1;Feminino;0;1;0;1;0;0,0;Dsl;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;24,8;24,8;0,8266666666666667;1,0
1024-Kprbb;0;Feminino;0;0;0;38;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;One Year;1;Mailed Check;89,1;3342,0;2,9699999999999998;4,0
1024-Vrzhf;1;Masculino;0;1;0;11;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;74,95;825,7;2,4983333333333335;3,0
1025-Falix;0;Feminino;0;0;0;26;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Credit Card (Automatic);69,05;1815,65;2,3016666666666667;2,0
1027-Lkkqq;0;Feminino;0;1;1;72;1;0,0;Dsl;1,0;0,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);80,45;5886,85;2,6816666666666666;7,0
1028-Ffnjk;0;Masculino;1;1;0;30;1;1,0;Fiber Optic;0,0;0,0;0,0;1,0;1,0;1,0;Month-To-Month;1;Electronic Check;101,5;2917,65;3,3833333333333333;6,0
1029-Qfben;1;Masculino;0;0;0;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,55;19,55;0,6516666666666667;1,0
1031-Iideo;1;Feminino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;70,85;70,85;2,3616666666666664;2,0
1032-Maelw;0;Feminino;0;1;1;68;1;1,0;Dsl;1,0;1,0;1,0;1,0;0,0;1,0;One Year;1;Electronic Check;78,45;5333,35;2,615;8,0
1035-Ipqpu;0;Feminino;1;1;0;63;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;103,5;6479,4;3,45;7,0
1036-Gudcl;0;Masculino;0;1;1;60;1;0,0;Dsl;1,0;1,0;0,0;1,0;1,0;1,0;Month-To-Month;1;Credit Card (Automatic);79,05;4663,4;2,635;7,0
1038-Rqost;0;Masculino;0;1;1;19;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;20,6;414,95;0,6866666666666668;1,0
1038-Zagbi;1;Feminino;0;1;1;12;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Bank Transfer (Automatic);19,8;229,6;0,66;1,0
1041-Rxhra;1;Feminino;0;0;0;41;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Bank Transfer (Automatic);70,25;2868,05;2,341666666666667;1,0
1042-Hfucw;0;Feminino;0;0;1;25;1;0,0;Dsl;0,0;1,0;0,0;1,0;0,0;0,0;One Year;1;Credit Card (Automatic);54,75;1266,35;1,825;4,0
1043-Uxovo;0;Feminino;0;0;0;71;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Credit Card (Automatic);113,15;7993,3;3,771666666666667;9,0
1043-Ycute;1;Masculino;0;1;0;56;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Credit Card (Automatic);25,15;1327,15;0,8383333333333333;3,0
1045-Ltcyt;0;Feminino;0;1;1;8;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Credit Card (Automatic);21,05;139,75;0,7016666666666667;1,0
1047-Nncbf;0;Masculino;0;0;0;20;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Credit Card (Automatic);70,55;1493,55;2,3516666666666666;1,0
1047-Rnxzv;0;Masculino;0;0;0;43;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Mailed Check;19,55;876,15;0,6516666666666667;1,0
1049-Fysyg;0;Feminino;0;1;0;17;0;0,0;Dsl;0,0;1,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Credit Card (Automatic);35,65;646,05;1,1883333333333332;3,0
1051-Eqpzr;0;Feminino;0;1;1;44;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,6;780,25;0,6533333333333334;1,0
1051-Gejlj;0;Feminino;0;0;0;2;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,5;27,55;0,65;1,0
1052-Qjibv;0;Feminino;0;1;1;71;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Credit Card (Automatic);19,9;1397,3;0,6633333333333333;1,0
1053-Mxttk;0;Feminino;0;1;1;72;1;0,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);108,65;7726,35;3,621666666666667;8,0
1057-Foglz;0;Feminino;0;0;0;18;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,65;391,7;0,6549999999999999;1,0
1058-Ciyua;0;Feminino;1;1;0;52;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;One Year;1;Electronic Check;106,5;5621,85;3,55;7,0
1060-Entof;0;Feminino;1;1;0;67;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;0,0;1,0;One Year;1;Credit Card (Automatic);105,4;7035,6;3,5133333333333336;8,0
1061-Pnthc;0;Feminino;0;1;1;56;1;1,0;Fiber Optic;1,0;0,0;1,0;1,0;1,0;1,0;Month-To-Month;1;Mailed Check;109,6;5953,0;3,6533333333333333;8,0
1062-Lhzod;1;Masculino;0;1;1;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;69,9;69,9;2,33;2,0
1063-Dhqjf;0;Masculino;0;1;1;69;1;0,0;Fiber Optic;0,0;1,0;0,0;1,0;1,0;0,0;Two Year;1;Mailed Check;92,15;6480,9;3,0716666666666668;5,0
1064-Fbxnk;0;Masculino;0;1;1;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Credit Card (Automatic);19,85;19,85;0,6616666666666667;1,0
1066-Jksgk;1;Masculino;0;0;0;1;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;20,15;20,15;0,6716666666666666;1,0
1069-Qjoee;0;Masculino;0;1;1;25;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Electronic Check;19,9;505,45;0,6633333333333333;1,0
1069-Xaiem;1;Feminino;1;0;0;1;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;85,05;85,05;2,835;4,0
1073-Xxczd;0;Masculino;0;1;0;55;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);25,7;1443,65;0,8566666666666667;2,0
1074-Amioh;0;Feminino;0;1;1;53;1;0,0;Fiber Optic;0,0;1,0;1,0;1,0;1,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);108,25;5935,1;3,6083333333333334;7,0
